Variable,Coef
X1,3.492238370076217
X2,0.5549140962651824
X3,2.0529502363913057
X4,-0.03076914162761235
X5,1.4909189415010573
X7,-0.0015934150539995695
X9,-0.046888603698465196
X10,0.013309776178625367
